_CustomObjectKey,id,HC_Codigo_de_Retorno_de_Erro__c,Descricao_do_Retorno_de_Erro__c
2383,a0V6g000006cyfqEAA,AN,Conta Corrente/DV do Favorecido Inválido
2384,a0V6g000006cyfvEAA,AN,Conta Corrente/DV do Favorecido Inválido
2385,a0V6g000006cyfxEAA,AN,Conta Corrente/DV do Favorecido Inválido
2386,a0V6g000006cyfYEAQ,02,Crédito ou Débito Cancelado pelo Pagador/Credor
2387,a0V6g000006cyg4EAA,AN,Conta Corrente/DV do Favorecido Inválido
2388,a0V6g000006cyg6EAA,AN,Conta Corrente/DV do Favorecido Inválido
2389,a0V6g000006cygDEAQ,AG,Agência/Conta Corrente/DV Inválido
2390,a0V6g000006cygFEAQ,AC,Tipo de Serviço Inválido
2391,a0V6g000007Npv1EAC,02,Crédito ou Débito Cancelado pelo Pagador/Credor
2392,a0V6g000007Npv8EAC,AN,Conta Corrente/DV do Favorecido Inválido
2393,a0V6g000007NpvAEAS,AN,Conta Corrente/DV do Favorecido Inválido
2394,a0V6g000007NpvgEAC,AN,Conta Corrente/DV do Favorecido Inválido
2395,a0V6g000007NpvHEAS,AN,Conta Corrente/DV do Favorecido Inválido
2396,a0V6g000007NpviEAC,AN,Conta Corrente/DV do Favorecido Inválido
2397,a0V6g000007NpvJEAS,AN,Conta Corrente/DV do Favorecido Inválido
2398,a0V6g000007NpvnEAC,AN,Conta Corrente/DV do Favorecido Inválido
2399,a0V6g000007NpvOEAS,AN,Conta Corrente/DV do Favorecido Inválido
2400,a0V6g000007NpvpEAC,AN,Conta Corrente/DV do Favorecido Inválido
2401,a0V6g000007NpvQEAS,AG,Agência/Conta Corrente/DV Inválido
2402,a0V6g000007NpvwEAC,AN,Conta Corrente/DV do Favorecido Inválido
2403,a0V6g000007NpvXEAS,AN,Conta Corrente/DV do Favorecido Inválido
2404,a0V6g000007NpvyEAC,AN,Conta Corrente/DV do Favorecido Inválido
2405,a0V6g000007NpvZEAS,AN,Conta Corrente/DV do Favorecido Inválido
2406,a0V6g000007Npw5EAC,AN,Conta Corrente/DV do Favorecido Inválido
2407,a0V6g000007Nr48EAC,AN,Conta Corrente/DV do Favorecido Inválido
2408,a0V6g000007Nr4AEAS,AN,Conta Corrente/DV do Favorecido Inválido
2409,a0V6g000007Nr4gEAC,AN,Conta Corrente/DV do Favorecido Inválido
2410,a0V6g000007Nr4HEAS,AC,Tipo de Serviço Inválido
2411,a0V6g000007Nr4iEAC,AN,Conta Corrente/DV do Favorecido Inválido
2412,a0V6g000007Nr4JEAS,AC,Tipo de Serviço Inválido
2413,a0V6g000007Nr4pEAC,AN,Conta Corrente/DV do Favorecido Inválido
2414,a0V6g000007Nr4QEAS,AN,Conta Corrente/DV do Favorecido Inválido
2415,a0V6g000007Nr4rEAC,AN,Conta Corrente/DV do Favorecido Inválido
2416,a0V6g000007Nr4SEAS,AN,Conta Corrente/DV do Favorecido Inválido
2417,a0V6g000007Nr4wEAC,AN,Conta Corrente/DV do Favorecido Inválido
2418,a0V6g000007Nr4XEAS,AN,Conta Corrente/DV do Favorecido Inválido
2419,a0V6g000007Nr4yEAC,AN,Conta Corrente/DV do Favorecido Inválido
2420,a0V6g000007Nr4ZEAS,AN,Conta Corrente/DV do Favorecido Inválido
2421,a0V6g000007Nr55EAC,AN,Conta Corrente/DV do Favorecido Inválido
2422,a0V6g000007NR6xEAG,AN,Conta Corrente/DV do Favorecido Inválido
2423,a0V6g000007NR7nEAG,02,Crédito ou Débito Cancelado pelo Pagador/Credor
2424,a0V6g000007NUioEAG,AC,Tipo de Serviço Inválido
2425,a0V6g000007NUjsEAG,02,Crédito ou Débito Cancelado pelo Pagador/Credor
2426,a0V6g000007NUjuEAG,02,Crédito ou Débito Cancelado pelo Pagador/Credor
2427,a0V6g000007NUk1EAG,AG,Agência/Conta Corrente/DV Inválido
2428,a0V6g000007NUk3EAG,AN,Conta Corrente/DV do Favorecido Inválido
2429,a0V6g000007NUmaEAG,AN,Conta Corrente/DV do Favorecido Inválido
2430,a0V6g000007NUmcEAG,AN,Conta Corrente/DV do Favorecido Inválido
2431,a0V6g000007NUmhEAG,AN,Conta Corrente/DV do Favorecido Inválido
2432,a0V6g000007NUmjEAG,AN,Conta Corrente/DV do Favorecido Inválido
2433,a0V6g000007NUmqEAG,AN,Conta Corrente/DV do Favorecido Inválido
2434,a0V6g000007NUmREAW,AN,Conta Corrente/DV do Favorecido Inválido
2435,a0V6g000007NUmsEAG,AT,Tipo/Número de Inscrição do Favorecido Inválido
2436,a0V6g000007NUmTEAW,AN,Conta Corrente/DV do Favorecido Inválido
2437,a0V6g000007NUoyEAG,AN,Conta Corrente/DV do Favorecido Inválido
2438,a0V6g000007NUp0EAG,AN,Conta Corrente/DV do Favorecido Inválido
2439,a0V6g000007NUp7EAG,AN,Conta Corrente/DV do Favorecido Inválido
2440,a0V6g000007NUp9EAG,AN,Conta Corrente/DV do Favorecido Inválido
2441,a0V6g000007NUpdEAG,AN,Conta Corrente/DV do Favorecido Inválido
2442,a0V6g000007NUpEEAW,AN,Conta Corrente/DV do Favorecido Inválido
2443,a0V6g000007NUpfEAG,AN,Conta Corrente/DV do Favorecido Inválido
2444,a0V6g000007NUpGEAW,AN,Conta Corrente/DV do Favorecido Inválido
2445,a0V6g000007NUpmEAG,AN,Conta Corrente/DV do Favorecido Inválido
2446,a0V6g000007NUpNEAW,AG,Agência/Conta Corrente/DV Inválido
2447,a0V6g000007NUpoEAG,AN,Conta Corrente/DV do Favorecido Inválido
2448,a0V6g000007NUpPEAW,AC,Tipo de Serviço Inválido
2449,a0V6g000007NUpvEAG,AN,Conta Corrente/DV do Favorecido Inválido
2450,a0V6g000005ebhEEAQ,AC,Tipo de Serviço Inválido
2451,a0V6g000005ebhiEAA,AN,Conta Corrente/DV do Favorecido Inválido
2452,a0V6g000005ebhjEAA,AN,Conta Corrente/DV do Favorecido Inválido
2453,a0V6g000005ebHJEAY,AN,Conta Corrente/DV do Favorecido Inválido
2454,a0V6g000005ebhkEAA,AN,Conta Corrente/DV do Favorecido Inválido
2455,a0V6g000005ebHKEAY,AN,Conta Corrente/DV do Favorecido Inválido
2456,a0V6g000005ebhlEAA,AN,Conta Corrente/DV do Favorecido Inválido
2457,a0V6g000005ebHLEAY,AN,Conta Corrente/DV do Favorecido Inválido
2458,a0V6g000005ebHMEAY,AN,Conta Corrente/DV do Favorecido Inválido
2459,a0V6g000005ebHqEAI,AN,Conta Corrente/DV do Favorecido Inválido
2460,a0V6g000005ebHrEAI,AN,Conta Corrente/DV do Favorecido Inválido
2461,a0V6g000005ebhREAQ,AN,Conta Corrente/DV do Favorecido Inválido
2462,a0V6g000005ebHsEAI,AN,Conta Corrente/DV do Favorecido Inválido
2463,a0V6g000005ebhSEAQ,AN,Conta Corrente/DV do Favorecido Inválido
2464,a0V6g000005ebHtEAI,AN,Conta Corrente/DV do Favorecido Inválido
2465,a0V6g000005ebhTEAQ,AN,Conta Corrente/DV do Favorecido Inválido
2466,a0V6g000005ebhUEAQ,AN,Conta Corrente/DV do Favorecido Inválido
2467,a0V6g000005ebhVEAQ,AN,Conta Corrente/DV do Favorecido Inválido
2468,a0V6g000005efBxEAI,AN,Conta Corrente/DV do Favorecido Inválido
2469,a0V6g000005efCAEAY,AN,Conta Corrente/DV do Favorecido Inválido
2470,a0V6g000005efCBEAY,AN,Conta Corrente/DV do Favorecido Inválido
2471,a0V6g000005efCCEAY,AC,Tipo de Serviço Inválido
2472,a0V6g000005efCDEAY,AN,Conta Corrente/DV do Favorecido Inválido
2473,a0V6g000005efCiEAI,AN,Conta Corrente/DV do Favorecido Inválido
2474,a0V6g000005efCREAY,AN,Conta Corrente/DV do Favorecido Inválido
2475,a0V6g000005efCSEAY,AG,Agência/Conta Corrente/DV Inválido
2476,a0V6g000005efCTEAY,AN,Conta Corrente/DV do Favorecido Inválido
2477,a0V6g000005efCUEAY,AN,Conta Corrente/DV do Favorecido Inválido
2478,a0V6g000005efdgEAA,AN,Conta Corrente/DV do Favorecido Inválido
2479,a0V6g000005efdhEAA,AN,Conta Corrente/DV do Favorecido Inválido
2480,a0V6g000005efdiEAA,AN,Conta Corrente/DV do Favorecido Inválido
2481,a0V6g000005efdjEAA,AN,Conta Corrente/DV do Favorecido Inválido
2482,a0V6g000005efdxEAA,AN,Conta Corrente/DV do Favorecido Inválido
2483,a0V6g000005efdyEAA,AN,Conta Corrente/DV do Favorecido Inválido
2484,a0V6g000005efdzEAA,AN,Conta Corrente/DV do Favorecido Inválido
2485,a0V6g000005efe0EAA,AN,Conta Corrente/DV do Favorecido Inválido
2486,a0V6g000005efEbEAI,AG,Agência/Conta Corrente/DV Inválido
2487,a0V6g000005efEcEAI,AN,Conta Corrente/DV do Favorecido Inválido
2488,a0V6g000005efEdEAI,AN,Conta Corrente/DV do Favorecido Inválido
2489,a0V6g000005efeEEAQ,AN,Conta Corrente/DV do Favorecido Inválido
2490,a0V6g000005efeFEAQ,AG,Agência/Conta Corrente/DV Inválido
2491,a0V6g000005efeGEAQ,AN,Conta Corrente/DV do Favorecido Inválido
2492,a0V6g000005efeHEAQ,AN,Conta Corrente/DV do Favorecido Inválido
2493,a0V6g000005efelEAA,AN,Conta Corrente/DV do Favorecido Inválido
2494,a0V6g000005efemEAA,AN,Conta Corrente/DV do Favorecido Inválido
2495,a0V6g000005efenEAA,AN,Conta Corrente/DV do Favorecido Inválido
2496,a0V6g000005efeoEAA,AN,Conta Corrente/DV do Favorecido Inválido
2497,a0V6g000005efEqEAI,AC,Tipo de Serviço Inválido
2498,a0V6g000005efErEAI,AC,Tipo de Serviço Inválido
2499,a0V6g000005efEsEAI,AC,Tipo de Serviço Inválido
2500,a0V6g000005efEtEAI,AC,Tipo de Serviço Inválido
2501,a0V6g000005efEuEAI,AC,Tipo de Serviço Inválido
